Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Flora (vascular plants),Pterospartum,Pterospartum tridentatum,Not Evaluated (NE),,Not Evaluated (NE),41.89885285882894,-6.6204429635045985,Floradata,1 Km
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.938553,-6.616387,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.95241,-6.801382,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9629,-6.770249,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.911285,-6.57903,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.93651,-6.755176,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.818333,-6.601667,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.88937,-6.804013,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.95377,-6.763868,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.95231,-6.804654,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.847946,-6.934458,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.902813,-6.614757,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.979546,-6.786394,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.951065,-6.952929,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.843918,-6.946482,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.934002,-6.580359,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.94577,-6.811067,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.954006,-6.805727,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.90215,-7.03567,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.958244,-7.157786,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.90228,-6.735091,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.87688,-7.211812,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.84589,-7.178159,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.875687,-7.112557,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.766693,-6.563641,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.984905,-6.797372,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.959328,-7.161353,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.93887,-6.765132,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.886524,-6.942621,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.961334,-6.771678,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.862785,-7.002668,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.83243,-7.149578,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.88799,-6.731143,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.901066,-6.749061,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.889072,-6.819798,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.971336,-6.768812,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.952705,-6.986181,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.914642,-6.777581,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.96734,-6.792418,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.95675,-6.962589,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.87787,-6.668486,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.94054,-7.056939,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.86593,-6.739209,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.74586,-6.569867,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.93717,-6.61672,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.788914,-6.950011,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.93389,-6.816738,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.91952,-6.912503,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.93168,-6.851606,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.939945,-6.616292,EOD - Bird (GBIF Dataset),GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9365,-6.75518,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9339,-6.81674,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9195,-6.9125,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9317,-6.85161,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9399,-6.61629,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.7889,-6.95001,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9011,-6.74906,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8891,-6.8198,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9146,-6.77758,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9673,-6.79242,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9405,-7.05694,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8659,-6.73921,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9021,-7.03567,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.7459,-6.56987,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9372,-6.61672,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.888,-6.73114,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9713,-6.76881,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9527,-6.98618,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9113,-6.57903,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9567,-6.96259,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8779,-6.66849,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8769,-7.21181,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8459,-7.17816,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8757,-7.11256,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.7667,-6.56364,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9849,-6.79737,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9593,-7.16135,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9386,-6.61639,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9389,-6.76513,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8865,-6.94262,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9613,-6.77168,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8628,-7.00267,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8324,-7.14958,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9028,-6.61476,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9795,-6.78639,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9511,-6.95293,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8439,-6.94648,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.934,-6.58036,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9458,-6.81107,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.954,-6.80573,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9582,-7.15779,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9023,-6.73509,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8894,-6.80401,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9538,-6.76387,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.9523,-6.80465,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.8479,-6.93446,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.85,-6.86667,GBIF,GPS
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.890224243080375,-7.126988016502596,Floradata,1 Km
Birds,Ptyonoprogne,Ptyonoprogne rupestris,Least Concern (LC),Least Concern (LC),,41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,Not Evaluated (NE),,Not Evaluated (NE),41.713016,-6.877182,GBIF,GPS
Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,Not Evaluated (NE),,Not Evaluated (NE),41.8538987605,-6.99418575882,SP Botânica,GPS
Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,Not Evaluated (NE),,Not Evaluated (NE),41.8719014642,-6.99362280592,SP Botânica,GPS
Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,Not Evaluated (NE),,Not Evaluated (NE),41.8629001202,-6.99390434652,SP Botânica,GPS
Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,Not Evaluated (NE),,Not Evaluated (NE),41.8905302516,-7.02919959468,SP Botânica,GPS
Flora (vascular plants),Pycreus,Pycreus flavescens,Least Concern (LC),,Not Evaluated (NE),41.8492034688,-6.74137921133,SP Botânica,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9390591,-6.7650949,INaturalist,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.942486,-6.612408,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.891758,-7.000715,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.951134,-6.953006,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.93651,-6.755176,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.965,-6.9594,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.896126,-6.774139,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.909702,-6.676874,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.889153,-7.14115,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.844727,-6.859868,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.840374,-6.781411,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.943233,-6.934004,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.833065,-6.606669,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.72296,-6.822444,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.94054,-7.056939,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.841904,-6.880582,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.86089,-6.984755,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.863434,-7.183208,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.87161,-7.13611,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.94577,-6.811067,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.984905,-6.797372,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.7731,-6.959838,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.74586,-6.569867,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.91952,-6.912503,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.93168,-6.851606,EOD - Bird (GBIF Dataset),GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9511,-6.95301,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8447,-6.85987,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9195,-6.9125,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9317,-6.85161,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.723,-6.82244,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8419,-6.88058,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8609,-6.98476,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8634,-7.18321,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8716,-7.13611,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9458,-6.81107,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9849,-6.79737,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.965,-6.9594,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9405,-7.05694,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.7731,-6.95984,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.7459,-6.56987,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8404,-6.78141,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9432,-6.934,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8331,-6.60667,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8892,-7.14115,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9365,-6.75518,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.8961,-6.77414,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.9097,-6.67687,GBIF,GPS
Birds,Pyrrhula,Pyrrhula pyrrhula,Least Concern (LC),Least Concern (LC),,41.92,-7.08627,GBIF,GPS
Flora (vascular plants),Pyrus,Pyrus cordata,Data Deficient (DD),,Not Evaluated (NE),41.8927288694,-7.16172342317,SP Botânica,GPS
Flora (vascular plants),Pyrus,Pyrus cordata,Data Deficient (DD),,Not Evaluated (NE),41.9522739395,-6.9549085316,SP Botânica,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.8148783333,-6.9605366667,INaturalist,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.8484873305,-6.70526902091,SP Botânica,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.8397275517,-6.71762564041,SP Botânica,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.8429538123,-6.88612920861,SP Botânica,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.8915172339,-6.60730345703,SP Botânica,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.89833831787109,-7.1808705329895,Biodiversity.eu,GPS
Flora (vascular plants),Quercus,Quercus faginea,Least Concern (LC),,Not Evaluated (NE),41.84584594392142,-6.670586975215425,Floradata,1 Km
Flora (vascular plants),Quercus,Quercus ilex,Least Concern (LC),,Not Evaluated (NE),41.796626,-6.927447,GBIF,GPS
Flora (vascular plants),Quercus,Quercus ilex,Least Concern (LC),,Not Evaluated (NE),41.7994,-6.8842,GBIF,GPS
Flora (vascular plants),Quercus,Quercus ilex,Least Concern (LC),,Not Evaluated (NE),41.79945,-6.88417,GBIF,GPS
Flora (vascular plants),Quercus,Quercus pyrenaica,Least Concern (LC),,Not Evaluated (NE),41.9409159984,-6.7639786005,INaturalist,GPS
